1		7.5
2		7.5
3		7.7
4		6.6
5		7.7
6		5.7
7		5.3
8		6.4
9		4.2
22		5.7
25		7.3
26		7.1
27		4.6
28		6.0
29		4.5
30		6.8
31		4.9
33		7.2
34		5.7
35		5.8
36		4.5
37		3.8
38		8.2
39		5.6
40		3.6
41		7.3
42		6.4
43		5.4
44		6.5
45		7.0
46		3.7
47		6.7
48		6.4
49		8.9
50		6.3
51		4.0
52		8.0
53		4.4
54		7.7
55		6.1
59		2.0
69		6.6
70		7.8
71		5.3
72		6.3
73		6.2
74		8.2
76		8.0
77		7.4
79		5.6
81		6.0
82		5.9
83		4.6
84		7.3
86		5.9
88		6.0
89		7.6
91		7.0
95		6.7
96		6.8
97		6.7
98		6.8
99		6.5
100		6.7
101		5.6
102		7.0
103		8.1
104		6.3
105		6.4
106		5.1
107		6.9
108		6.7
109		6.6
110		7.3
111		6.6
112		6.3
113		6.0
114		6.9
115		6.3
116		6.9
117		7.1
118		6.5
119		6.5
120		7.0
122		4.8
123		5.2
124		5.7
125		5.4
126		4.3
127		5.1
129		5.1
130		5.4
131		5.9
132		5.0
133		6.9
135		5.2
136		5.6
137		6.2
138		5.0
139		4.2
140		5.5
141		6.2
142		6.9
143		5.5
144		6.3
145		6.2
146		6.6
147		5.2
148		4.2
149		5.4
150		7.2
151		5.8
152		6.2
153		5.3
154		5.5
155		2.7
156		4.4
157		4.8
158		5.4
159		5.5
160		4.7
161		5.1
162		5.3
163		6.0
164		5.8
165		5.4
166		6.6
168		5.3
169		5.1
170		5.6
171		5.7
172		6.9
173		6.4
174		5.8
175		6.3
176		6.9
177		5.1
178		7.5
179		5.7
180		5.5
182		6.0
183		6.6
184		7.0
186		5.2
187		2.6
188		7.2
191		6.8
192		6.6
193		8.0
194		3.5
196		6.3
199		7.5
202		7.8
205		8.8
206		4.9
207		5.7
208		7.4
209		5.1
211		3.1
212		3.1
215		2.2
216		5.8
219		8.2
221		6.3
222		4.5
223		6.4
226		3.1
228		7.7
229		6.3
230		6.8
236		6.2
237		7.1
238		5.9
239		6.9
241		6.1
242		7.7
243		4.4
244		7.2
245		7.0
247		4.5
248		6.8
249		7.1
250		7.3
251		7.5
252		3.5
253		7.5
254		7.2
255		7.9
257		6.4
258		3.3
259		5.1
260		5.5
261		4.0
262		5.8
263		6.5
264		5.3
265		5.7
266		7.1
267		5.7
268		4.7
269		4.9
270		4.6
271		6.8
272		6.4
273		6.6
274		4.7
275		4.4
276		4.3
278		6.7
279		7.4
280		6.9
283		8.0
284		5.9
285		5.2
286		7.5
287		6.8
288		4.8
289		4.7
290		8.4
291		6.7
292		4.0
296		5.4
297		6.4
298		6.8
301		6.7
303		7.1
304		6.2
305		6.1
307		5.0
308		6.3
310		6.8
312		5.5
313		7.5
314		5.5
315		7.5
316		6.0
317		6.9
318		8.0
319		5.3
321		6.4
322		5.7
323		4.4
324		4.8
325		3.9
326		5.1
327		6.7
328		5.3
329		4.0
330		6.3
331		6.1
332		6.9
333		7.2
334		6.0
336		6.9
337		7.2
339		4.5
340		7.9
341		5.6
342		6.4
343		6.7
344		6.3
346		4.6
348		6.3
349		3.4
351		5.9
352		5.7
353		4.1
354		5.1
355		4.7
356		6.0
357		5.2
358		6.9
359		5.1
360		3.5
361		6.7
362		4.5
363		6.9
364		5.6
365		5.2
366		6.8
367		6.2
368		3.3
369		4.6
370		6.8
371		5.2
372		6.2
373		4.6
374		7.2
375		5.9
376		7.3
377		7.2
394		6.5
400		6.9
412		5.0
415		4.9
424		6.4
425		6.0
426		7.0
427		6.3
429		5.5
430		4.6
431		4.6
432		6.8
433		6.6
434		7.3
435		8.0
437		5.6
438		4.5
439		7.0
440		6.4
441		6.0
443		7.2
444		6.9
445		5.8
446		6.4
447		7.6
448		6.1
449		7.1
450		8.1
451		7.7
452		7.6
453		7.7
454		8.4
455		5.8
456		7.8
457		5.8
458		7.7
459		8.0
460		7.5
461		7.2
463		8.1
464		7.7
465		7.9
466		7.7
467		7.4
468		6.6
470		8.0
471		7.6
472		7.5
473		8.2
475		8.3
476		7.3
477		7.5
480		7.4
481		4.1
482		7.8
483		6.3
484		5.5
485		6.5
486		6.8
487		6.7
488		6.3
489		4.3
490		6.6
491		6.9
492		6.3
493		5.8
494		5.3
495		6.6
496		6.5
497		5.8
498		5.3
499		5.4
500		6.0
501		4.5
502		4.5
503		6.4
504		7.1
505		5.8
506		5.5
507		5.2
508		5.4
509		5.9
510		6.4
511		7.4
512		6.0
513		5.4
514		4.3
515		6.3
516		3.5
517		4.6
518		6.0
519		7.7
520		5.5
521		5.3
522		6.7
523		5.7
524		7.4
525		5.5
526		6.6
527		6.9
528		5.6
529		4.5
530		6.7
531		6.9
532		4.5
533		5.3
534		6.3
535		5.7
536		3.8
537		7.0
538		4.2
539		4.4
540		6.3
541		7.5
542		6.1
543		5.7
544		6.8
545		5.1
546		6.0
547		6.8
548		6.7
549		6.0
550		7.1
551		5.8
552		5.6
553		6.3
554		5.4
555		3.6
556		4.6
557		4.7
558		6.6
559		4.4
560		4.5
561		5.2
562		4.3
563		6.7
564		7.6
565		5.9
566		6.6
567		4.2
568		6.8
569		4.0
571		6.6
572		6.3
573		6.1
574		6.6
575		6.0
576		7.6
577		7.5
578		6.8
580		5.0
581		6.6
582		7.2
583		7.4
584		6.5
585		5.7
586		7.5
587		5.6
589		4.9
591		8.0
592		7.1
593		5.8
594		6.3
595		3.8
596		6.5
597		5.8
598		6.4
600		5.8
601		7.7
602		7.0
603		5.3
604		7.7
605		7.1
606		7.1
608		7.0
609		6.0
610		6.2
611		7.6
612		6.5
613		7.5
615		5.1
616		4.4
617		5.0
619		6.4
622		6.0
623		4.0
626		5.4
627		4.9
628		5.7
629		3.9
630		7.9
631		6.8
633		7.4
634		4.9
635		4.0
637		5.4
638		5.7
639		8.1
640		6.8
641		5.9
642		7.5
643		5.3
644		4.8
645		8.2
646		7.3
647		6.8
648		7.1
649		6.3
650		6.0
652		7.8
653		7.6
655		8.1
656		7.5
657		5.3
658		5.4
660		7.2
661		7.3
662		3.6
663		7.8
664		7.0
665		7.1
666		5.7
667		7.9
668		7.3
669		6.7
671		6.1
672		4.9
673		3.8
674		7.8
675		7.5
677		7.1
678		6.9
679		4.2
680		7.1
681		6.0
682		7.4
684		6.5
685		6.4
686		7.4
687		6.5
688		6.3
689		6.0
690		5.9
691		6.7
692		6.5
693		7.6
694		6.1
695		8.0
696		7.0
697		7.6
698		6.7
699		6.5
700		6.3
701		6.8
702		6.7
703		5.7
705		7.0
706		4.5
707		5.2
708		5.7
709		6.1
710		6.6
711		6.9
712		6.3
713		6.5
714		6.1
715		5.6
716		6.5
717		7.0
718		8.0
719		6.7
720		6.4
721		7.1
722		6.8
723		6.2
724		5.9
725		6.9
726		5.6
727		6.2
728		6.7
729		6.4
730		7.1
732		6.8
734		5.1
735		5.2
736		5.4
737		6.0
738		6.3
739		6.1
740		4.5
742		6.9
745		5.7
747		5.6
748		6.6
749		7.0
751		7.0
752		6.0
754		4.5
755		7.4
757		7.0
760		7.1
761		7.1
763		5.7
765		4.2
767		6.3
769		4.2
770		5.1
771		6.9
772		5.5
774		3.7
775		5.6
776		7.1
778		6.1
779		3.2
780		5.5
781		3.5
782		8.0
788		7.0
790		6.1
791		6.7
793		8.0
796		8.5
797		7.8
798		5.0
799		8.2
801		8.3
804		7.8
806		7.6
808		7.1
809		5.4
811		6.0
812		7.1
813		4.8
814		5.8
815		7.4
816		4.0
817		5.6
819		6.1
820		8.5
821		6.7
822		4.9
823		3.8
824		5.5
825		4.8
826		6.5
827		7.3
828		5.2
829		4.9
830		5.4
831		6.4
832		6.3
833		6.2
834		7.4
836		3.0
837		4.8
838		5.8
839		7.2
840		5.7
841		5.3
842		8.9
844		5.0
845		7.0
846		8.2
848		7.8
849		6.6
850		6.6
851		7.2
852		6.7
853		4.3
854		3.1
855		8.5
856		7.4
857		7.5
858		5.9
859		6.3
860		8.3
861		7.4
862		6.9
863		4.7
864		7.5
865		5.9
866		6.6
867		6.7
868		4.9
869		6.3
870		5.6
871		6.1
872		6.5
873		6.1
874		7.0
875		7.3
876		4.6
877		6.8
878		5.8
879		7.1
880		6.1
881		6.9
882		3.4
883		6.5
884		7.2
885		7.1
886		6.0
887		5.9
888		6.8
890		7.8
891		5.4
892		8.0
893		6.8
894		8.2
896		6.1
897		6.2
898		7.5
900		8.2
901		7.3
902		7.8
903		6.4
904		7.5
907		8.5
908		9.4
909		6.8
910		6.5
911		6.4
912		5.5
913		6.0
914		4.1
915		6.2
916		6.7
917		4.9
918		7.3
919		4.5
920		4.8
921		5.6
923		7.2
924		7.6
925		7.1
926		7.6
927		6.5
928		6.5
929		6.1
930		7.0
931		6.3
932		4.9
934		6.1
935		7.2
936		7.4
937		6.9
938		7.1
939		6.8
942		8.0
943		6.5
944		6.5
945		7.7
946		6.3
947		7.0
948		6.8
949		7.1
950		6.5
951		6.7
953		8.3
954		7.3
955		6.6
956		8.0
957		7.0
958		7.3
960		7.6
962		6.4
963		7.9
964		7.1
965		6.8
966		7.0
967		6.7
968		7.5
969		7.6
970		7.5
971		6.5
972		5.1
973		7.1
974		7.4
975		6.9
976		7.5
977		7.1
978		7.2
979		7.3
980		7.6
981		7.3
982		7.1
983		6.4
984		7.1
986		8.1
987		6.9
988		7.0
989		7.6
991		6.2
993		6.2
1006		6.2
1007		6.9
1008		7.2
1009		6.5
1010		6.6
1011		7.5
1012		6.0
1013		6.9
1014		2.1
1015		5.6
1016		5.7
1017		5.8
1018		7.6
1019		6.6
1020		6.9
1021		6.7
1022		4.9
1023		6.9
1024		6.1
1025		7.6
1026		6.5
1027		5.7
1028		7.6
1029		7.1
1030		5.5
1031		5.4
1032		7.1
1033		6.9
1034		5.8
1035		6.4
1036		6.7
1037		6.0
1038		7.1
1039		7.3
1040		6.8
1041		6.3
1042		6.5
1043		7.2
1044		6.6
1045		7.0
1046		6.7
1047		6.7
1048		6.5
1049		6.9
1050		7.7
1051		5.7
1052		6.6
1053		5.3
1054		6.6
1055		6.2
1056		6.2
1057		6.7
1058		5.3
1059		5.7
1060		6.5
1061		6.8
1062		6.6
1063		5.1
1064		4.3
1065		6.2
1066		6.2
1067		5.3
1068		7.2
1069		6.3
1070		6.1
1071		5.2
1072		6.1
1073		5.9
1074		6.5
1075		6.2
1076		5.8
1077		4.8
1078		6.1
1079		5.9
1080		6.6
1081		4.5
1082		3.8
1083		6.7
1084		5.5
1085		6.3
1086		6.2
1087		6.5
1088		5.7
1089		4.1
1090		6.2
1091		6.9
1092		7.0
1093		6.2
1094		7.4
1095		6.9
